101 5006
  2   1 4.150000e+01 
  3   1  73 
  4   1 4.675000e+01 
  5   1 4.750000e+00 
  6   1 6.175000e+01 
  7   1 2.275000e+01 
  8   1 -8.275000e+01 
  9   1 2.150000e+01 
 10   1 -45 
 11   1 -71 
 12   1 -97 
 13   1 4.725000e+01 
 14   1 -5.500000e+00 
 15   1 -1.182500e+02 
 16   1 -77 
 17   1 3.750000e+01 
 18   1 5.550000e+01 
 19   1 6.125000e+01 
 20   1 3.875000e+01 
 21   1 -2.125000e+01 
 22   1 -2.825000e+01 
 23   1 -3.850000e+01 
 24   1  95 
 25   1 -3.225000e+01 
 26   1 -48 
 27   1 -4.025000e+01 
 28   1 2.475000e+01 
 29   1  -5 
 30   1 -2.475000e+01 
 31   1 1.302500e+02 
 32   1 3.150000e+01 
 33   1 8.425000e+01 
 34   1 4.625000e+01 
 35   1 -1.032500e+02 
 36   1 4.325000e+01 
 37   1 -127 
 38   1  56 
 39   1 -2.575000e+01 
 40   1 -9.525000e+01 
 41   1 3.975000e+01 
 42   1 -6.625000e+01 
 43   1  74 
 44   1 -5.750000e+01 
 45   1 1.322500e+02 
 46   1 -9.150000e+01 
 47   1 -20 
 48   1  18 
 49   1 3.225000e+01 
 50   1 -1.637500e+02 
 51   1 -53 
 52   1 -12 
 53   1  39 
 54   1 -1.417500e+02 
 55   1 -1.450000e+01 
 56   1 1.825000e+01 
 57   1 -7.500000e+00 
 58   1 -5.750000e+00 
 59   1 -4.750000e+01 
 60   1 6.950000e+01 
 61   1  61 
 62   1 5.325000e+01 
 63   1 -3.025000e+01 
 64   1 -51 
 65   1 -5.275000e+01 
 66   1 8.250000e+00 
 67   1  61 
 68   1 -1.875000e+01 
 69   1 -1.242500e+02 
 70   1 -1.950000e+01 
 71   1 1.650000e+01 
 72   1 8.750000e+00 
 73   1 3.125000e+01 
 74   1 9.475000e+01 
 75   1 -3.175000e+01 
 76   1  -4 
 77   1 -1.297500e+02 
 78   1 135 
 79   1 3.475000e+01 
 80   1 7.050000e+01 
 81   1 1.525000e+01 
 82   1 -6.250000e+00 
 83   1 1.207500e+02 
 84   1  18 
 85   1 -6.250000e+00 
 86   1 -36 
 87   1 4.250000e+01 
 88   1 -7.975000e+01 
 89   1  51 
 90   1 -1.367500e+02 
 91   1 -89 
 92   1 -2.350000e+01 
 93   1 -1.050000e+01 
 94   1 9.425000e+01 
 95   1 -120 
 96   1 -2.225000e+01 
 97   1  80 
 98   1 -4.250000e+01 
 99   1 -1.250000e+00 
100   1 3.850000e+01 
101   1 -41 
  3   2 3.250000e+00 
  4   2 -9.750000e+00 
  5   2 -8.250000e+00 
  6   2   4 
  7   2  -3 
  8   2 1.125000e+01 
  9   2   2 
 10   2 2.250000e+00 
 11   2   5 
 12   2 4.250000e+00 
 13   2 -2.750000e+00 
 14   2   3 
 15   2 4.750000e+00 
 16   2 -11 
 17   2 2.250000e+00 
 18   2  -2 
 19   2 -8.750000e+00 
 20   2 4.250000e+00 
 21   2  -4 
 22   2 -3.750000e+00 
 23   2   6 
 24   2   7 
 25   2 2.750000e+00 
 26   2 1.075000e+01 
 27   2   1 
 28   2 8.500000e+00 
 29   2 -1.075000e+01 
 30   2 -4.500000e+00 
 31   2 -12 
 32   2 -7.500000e+00 
 33   2 -6.500000e+00 
 34   2 -6.250000e+00 
 35   2 1.125000e+01 
 36   2 5.500000e+00 
 37   2 1.750000e+00 
 38   2 3.750000e+00 
 39   2 -9.500000e+00 
 40   2   8 
 41   2  -5 
 42   2 1.125000e+01 
 43   2 3.750000e+00 
 44   2 -1.250000e+00 
 45   2 -11 
 46   2 -1.175000e+01 
 47   2 -1.250000e+00 
 48   2 3.250000e+00 
 49   2   5 
 50   2 -1.250000e+00 
 51   2 5.750000e+00 
 52   2 -4.250000e+00 
 53   2 1.500000e+00 
 54   2 6.500000e+00 
 56   2  -8 
 57   2 -4.250000e+00 
 58   2 5.750000e+00 
 59   2 1.150000e+01 
 60   2  -8 
 61   2 -7.250000e+00 
 62   2 -1.025000e+01 
 63   2 -1.025000e+01 
 64   2 -4.500000e+00 
 65   2  -3 
 66   2   6 
 67   2 9.500000e+00 
 68   2 -4.500000e+00 
 69   2   8 
 70   2 1.150000e+01 
 71   2 -7.500000e-01 
 72   2 -1.225000e+01 
 73   2 4.500000e+00 
 74   2   1 
 75   2 -5.750000e+00 
 76   2 2.500000e+00 
 77   2 -5.250000e+00 
 78   2   8 
 79   2 -1.250000e+01 
 80   2 -6.750000e+00 
 81   2 -2.500000e+00 
 82   2 1.500000e+00 
 83   2 2.500000e-01 
 84   2 -4.500000e+00 
 85   2 6.750000e+00 
 86   2 -3.500000e+00 
 87   2 2.250000e+00 
 88   2 5.750000e+00 
 89   2 2.500000e-01 
 90   2 1.225000e+01 
 91   2 6.750000e+00 
 92   2 4.250000e+00 
 93   2 -9.500000e+00 
 94   2 -12 
 95   2  -6 
 96   2 8.250000e+00 
 97   2 1.050000e+01 
 98   2 -6.500000e+00 
 99   2 8.250000e+00 
100   2 -2.750000e+00 
101   2 -4.750000e+00 
  4   3 -3.500000e+00 
  5   3 6.250000e+00 
  6   3 1.750000e+00 
  7   3 -1.075000e+01 
  8   3 -1.750000e+00 
  9   3 -1.150000e+01 
 10   3   4 
 11   3 4.750000e+00 
 12   3 1.175000e+01 
 13   3 -10 
 14   3 1.175000e+01 
 15   3 -1.025000e+01 
 16   3   8 
 18   3 8.500000e+00 
 19   3 -7.750000e+00 
 20   3 -6.250000e+00 
 21   3 -5.250000e+00 
 22   3 2.750000e+00 
 23   3   8 
 24   3 -2.500000e-01 
 25   3 -11 
 26   3 -5.500000e+00 
 27   3   1 
 28   3 -7.750000e+00 
 29   3 6.500000e+00 
 30   3 7.500000e+00 
 31   3   3 
 32   3 -3.750000e+00 
 33   3   6 
 34   3 -1.150000e+01 
 35   3 -1.250000e+01 
 36   3 3.250000e+00 
 37   3 5.500000e+00 
 38   3 6.500000e+00 
 39   3 1.250000e+01 
 40   3 1.150000e+01 
 41   3 6.250000e+00 
 42   3 1.050000e+01 
 43   3 7.750000e+00 
 44   3 -10 
 45   3 -9.500000e+00 
 46   3 1.175000e+01 
 47   3 4.250000e+00 
 48   3 -8.250000e+00 
 49   3 8.500000e+00 
 50   3  -5 
 51   3 -1.150000e+01 
 52   3 6.750000e+00 
 53   3 -5.500000e+00 
 54   3  -7 
 55   3 5.000000e-01 
 56   3 1.250000e+01 
 57   3  -3 
 58   3 2.250000e+00 
 59   3 7.500000e-01 
 60   3 -12 
 61   3 -1.750000e+00 
 62   3 -11 
 63   3 1.150000e+01 
 64   3 7.500000e-01 
 65   3 7.250000e+00 
 66   3 -11 
 67   3 1.750000e+00 
 68   3 -1.175000e+01 
 69   3 7.500000e-01 
 70   3 8.500000e+00 
 71   3 1.125000e+01 
 72   3 -7.500000e+00 
 73   3 3.250000e+00 
 74   3 5.500000e+00 
 75   3 8.750000e+00 
 76   3 -6.500000e+00 
 77   3  -2 
 78   3  -5 
 79   3 -11 
 80   3   5 
 81   3   4 
 82   3 -10 
 83   3 1.250000e+01 
 84   3 -1.150000e+01 
 85   3  -8 
 86   3 3.250000e+00 
 87   3 -1.175000e+01 
 88   3  -5 
 89   3 2.250000e+00 
 90   3  -8 
 91   3 -1.250000e+01 
 92   3 -7.250000e+00 
 93   3  -2 
 94   3 -9.500000e+00 
 95   3 -1.250000e+01 
 96   3 -3.750000e+00 
 97   3 -9.750000e+00 
 98   3 -6.500000e+00 
 99   3 -12 
100   3   4 
101   3 7.250000e+00 
  5   4   7 
  6   4 -1.150000e+01 
  7   4 6.250000e+00 
  8   4 -1.050000e+01 
  9   4 -12 
 10   4 7.250000e+00 
 11   4 6.250000e+00 
 12   4 -5.250000e+00 
 13   4 -11 
 14   4 -5.500000e+00 
 15   4 7.500000e-01 
 16   4 7.500000e-01 
 17   4 7.500000e+00 
 18   4 2.500000e+00 
 19   4  -3 
 20   4 -4.750000e+00 
 21   4 -1.225000e+01 
 22   4 -9.250000e+00 
 23   4 8.500000e+00 
 24   4  -3 
 25   4 5.500000e+00 
 27   4  -6 
 28   4  -5 
 29   4 -5.750000e+00 
 30   4   7 
 31   4 -3.750000e+00 
 32   4 3.500000e+00 
 33   4 1.250000e+01 
 34   4 -4.250000e+00 
 35   4 -4.500000e+00 
 36   4 7.500000e+00 
 37   4 9.500000e+00 
 38   4 7.250000e+00 
 39   4 -1.250000e+01 
 40   4 7.250000e+00 
 41   4 -4.750000e+00 
 42   4 1.050000e+01 
 43   4 -4.750000e+00 
 44   4 -5.250000e+00 
 45   4 3.250000e+00 
 46   4 7.500000e+00 
 47   4 -3.750000e+00 
 48   4 -9.250000e+00 
 49   4  -5 
 50   4 -6.750000e+00 
 51   4 1.225000e+01 
 52   4 -1.075000e+01 
 53   4 2.750000e+00 
 54   4 -4.250000e+00 
 55   4 -1.225000e+01 
 56   4 -1.225000e+01 
 57   4 -7.500000e-01 
 58   4 1.250000e+00 
 59   4  -3 
 60   4 -3.750000e+00 
 61   4 3.750000e+00 
 62   4 2.750000e+00 
 63   4 -10 
 64   4 5.750000e+00 
 65   4  -8 
 66   4 1.750000e+00 
 67   4 9.750000e+00 
 68   4 3.500000e+00 
 69   4 -5.500000e+00 
 70   4 2.250000e+00 
 71   4 -5.750000e+00 
 72   4 -5.750000e+00 
 73   4   3 
 74   4   7 
 75   4 -1.150000e+01 
 76   4 1.150000e+01 
 77   4 7.500000e+00 
 78   4  -3 
 79   4 8.750000e+00 
 80   4 4.500000e+00 
 81   4   1 
 82   4 4.500000e+00 
 83   4 -1.250000e+00 
 84   4 3.500000e+00 
 85   4 9.500000e+00 
 86   4  -7 
 87   4 8.500000e+00 
 88   4 4.250000e+00 
 89   4 9.500000e+00 
 90   4 -2.750000e+00 
 91   4 5.750000e+00 
 92   4 1.175000e+01 
 93   4 -12 
 94   4   1 
 95   4 1.750000e+00 
 96   4 -8.750000e+00 
 97   4 6.500000e+00 
 98   4  -9 
 99   4 4.250000e+00 
100   4 -1.175000e+01 
101   4 -2.750000e+00 
  6   5 1.050000e+01 
  7   5  10 
  8   5 1.075000e+01 
  9   5 -1.125000e+01 
 10   5 -2.750000e+00 
 11   5 4.250000e+00 
 12   5 -9.250000e+00 
 13   5 1.175000e+01 
 14   5   1 
 15   5 -3.250000e+00 
 16   5 1.250000e+01 
 17   5 -3.750000e+00 
 18   5 -6.250000e+00 
 19   5 5.000000e-01 
 20   5 -1.075000e+01 
 21   5 6.500000e+00 
 22   5 2.250000e+00 
 23   5 -11 
 24   5   9 
 25   5 -6.750000e+00 
 26   5 5.250000e+00 
 27   5 -7.500000e+00 
 28   5  -6 
 29   5 -9.250000e+00 
 30   5   7 
 31   5 -4.500000e+00 
 32   5 5.250000e+00 
 33   5 1.750000e+00 
 34   5 -7.250000e+00 
 35   5 6.750000e+00 
 36   5 -3.500000e+00 
 37   5   3 
 38   5 -8.250000e+00 
 39   5 -2.500000e+00 
 40   5   9 
 41   5  11 
 42   5 5.000000e-01 
 43   5 6.500000e+00 
 44   5 2.250000e+00 
 45   5 1.750000e+00 
 46   5 -2.750000e+00 
 47   5 -1.075000e+01 
 48   5 -1.500000e+00 
 49   5 5.000000e-01 
 50   5 -5.500000e+00 
 51   5 1.750000e+00 
 52   5 -2.250000e+00 
 53   5  10 
 54   5 -7.250000e+00 
 55   5 7.750000e+00 
 56   5 -1.750000e+00 
 57   5 -7.250000e+00 
 58   5  -4 
 59   5  -7 
 60   5 -1.175000e+01 
 61   5 -9.750000e+00 
 62   5 5.750000e+00 
 63   5 -1.250000e+01 
 64   5 -2.500000e+00 
 65   5 9.500000e+00 
 66   5 8.500000e+00 
 67   5  -1 
 68   5 2.250000e+00 
 69   5  -5 
 70   5 -5.000000e-01 
 71   5   9 
 72   5 1.075000e+01 
 73   5 -3.500000e+00 
 74   5 -4.250000e+00 
 75   5 -2.500000e+00 
 76   5  11 
 77   5 9.500000e+00 
 78   5 9.500000e+00 
 79   5 -9.750000e+00 
 80   5  -4 
 81   5 -1.500000e+00 
 82   5 -7.250000e+00 
 83   5  -9 
 84   5 -8.750000e+00 
 85   5   6 
 86   5 3.750000e+00 
 87   5 -1.175000e+01 
 88   5 8.250000e+00 
 89   5 1.050000e+01 
 90   5 2.250000e+00 
 91   5 -1.075000e+01 
 92   5  -2 
 93   5 -1.050000e+01 
 94   5 1.050000e+01 
 95   5 2.500000e+00 
 96   5  -6 
 97   5 -11 
 98   5   4 
 99   5  11 
100   5 5.750000e+00 
101   5 -9.500000e+00 
  7   6 -3.250000e+00 
  8   6  -4 
  9   6 9.500000e+00 
 10   6 7.500000e+00 
 11   6 -4.750000e+00 
 12   6 5.500000e+00 
 13   6   1 
 14   6  -8 
 15   6  -8 
 16   6   7 
 17   6 2.750000e+00 
 18   6 -4.500000e+00 
 19   6 -1.500000e+00 
 20   6 5.500000e+00 
 21   6 -7.500000e+00 
 22   6  -8 
 23   6 -1.075000e+01 
 24   6  -2 
 25   6 5.000000e-01 
 26   6 -2.250000e+00 
 27   6 -10 
 28   6 -2.250000e+00 
 29   6 -7.500000e+00 
 30   6 -5.000000e-01 
 31   6  11 
 32   6 -1.225000e+01 
 33   6 1.500000e+00 
 34   6  -9 
 35   6 -2.500000e+00 
 36   6 1.075000e+01 
 37   6 -1.250000e+01 
 38   6 5.500000e+00 
 39   6 4.500000e+00 
 40   6 1.050000e+01 
 41   6 1.500000e+00 
 42   6   3 
 43   6   3 
 44   6 -8.750000e+00 
 45   6   6 
 46   6 8.750000e+00 
 47   6 -1.175000e+01 
 48   6 -9.500000e+00 
 49   6 2.250000e+00 
 50   6 1.250000e+00 
 51   6 7.500000e+00 
 52   6 5.000000e-01 
 53   6   7 
 54   6 2.250000e+00 
 55   6 5.750000e+00 
 56   6 5.250000e+00 
 57   6 -1.250000e+00 
 58   6 -7.500000e-01 
 59   6 6.750000e+00 
 60   6 -12 
 61   6 -5.500000e+00 
 62   6 -8.750000e+00 
 63   6 5.000000e-01 
 64   6 -1.125000e+01 
 65   6 -1.050000e+01 
 66   6 -9.250000e+00 
 67   6 6.500000e+00 
 68   6 -5.000000e-01 
 69   6  -8 
 70   6 -1.175000e+01 
 71   6 -2.500000e-01 
 72   6  -6 
 73   6 1.150000e+01 
 74   6  10 
 75   6 -7.250000e+00 
 76   6  10 
 77   6 -1.175000e+01 
 78   6 -5.750000e+00 
 79   6 -4.750000e+00 
 80   6 -4.250000e+00 
 81   6 -7.750000e+00 
 82   6 -5.750000e+00 
 83   6  11 
 84   6 -9.500000e+00 
 85   6 5.000000e-01 
 86   6 1.225000e+01 
 87   6 3.500000e+00 
 88   6 3.750000e+00 
 89   6 6.250000e+00 
 90   6 2.500000e-01 
 91   6 5.750000e+00 
 92   6 -7.500000e-01 
 93   6 -7.500000e-01 
 94   6 2.250000e+00 
 95   6 2.750000e+00 
 96   6 9.750000e+00 
 97   6 -2.750000e+00 
 98   6 4.500000e+00 
 99   6 -1.250000e+01 
100   6 -7.750000e+00 
101   6  -3 
  8   7 1.225000e+01 
  9   7 -1.500000e+00 
 10   7 3.250000e+00 
 11   7 -9.250000e+00 
 12   7 5.750000e+00 
 13   7 2.750000e+00 
 14   7 -1.750000e+00 
 15   7 -6.250000e+00 
 16   7 -1.125000e+01 
 17   7 -4.250000e+00 
 18   7 -1.750000e+00 
 20   7 4.500000e+00 
 21   7 -11 
 22   7 -4.500000e+00 
 23   7 9.750000e+00 
 24   7 -7.750000e+00 
 25   7 1.150000e+01 
 26   7 -6.500000e+00 
 28   7 1.225000e+01 
 29   7 4.750000e+00 
 30   7  -2 
 31   7 -5.500000e+00 
 32   7 -3.500000e+00 
 33   7 9.250000e+00 
 34   7 -1.500000e+00 
 35   7  11 
 36   7 -1.075000e+01 
 37   7 8.500000e+00 
 38   7  -3 
 39   7 -1.500000e+00 
 40   7 -4.750000e+00 
 41   7   9 
 42   7   1 
 43   7 -3.750000e+00 
 44   7   2 
 45   7 1.050000e+01 
 46   7 9.250000e+00 
 47   7 -10 
 48   7 -1.750000e+00 
 49   7 -1.250000e+00 
 50   7 7.500000e+00 
 51   7 -5.250000e+00 
 52   7 -10 
 53   7 -2.250000e+00 
 54   7 -5.000000e-01 
 55   7 7.500000e-01 
 56   7 -7.500000e+00 
 57   7 -3.750000e+00 
 58   7 -10 
 59   7 8.250000e+00 
 60   7 -3.250000e+00 
 61   7 -5.000000e-01 
 62   7   1 
 63   7 -5.750000e+00 
 64   7   1 
 65   7 -1.500000e+00 
 66   7 -8.500000e+00 
 67   7 5.750000e+00 
 68   7 1.250000e+01 
 69   7   7 
 70   7 5.250000e+00 
 71   7 -9.750000e+00 
 72   7 -6.500000e+00 
 73   7 7.250000e+00 
 74   7 -10 
 75   7 -1.175000e+01 
 76   7 7.750000e+00 
 77   7   4 
 78   7 -1.750000e+00 
 79   7 -1.250000e+00 
 80   7 7.500000e+00 
 81   7 -10 
 82   7 -4.250000e+00 
 83   7 -1.150000e+01 
 84   7 1.250000e+00 
 85   7  -3 
 86   7 -5.750000e+00 
 87   7 9.500000e+00 
 88   7 -6.750000e+00 
 89   7 -5.750000e+00 
 90   7   4 
 91   7   3 
 92   7 -7.750000e+00 
 93   7   4 
 94   7 1.025000e+01 
 95   7 8.250000e+00 
 96   7 -11 
 97   7 -4.500000e+00 
 98   7 -5.250000e+00 
100   7   6 
101   7 -5.750000e+00 
  9   8 1.050000e+01 
 10   8 1.075000e+01 
 11   8  -2 
 12   8 -9.500000e+00 
 13   8 -5.750000e+00 
 14   8 1.125000e+01 
 15   8 8.750000e+00 
 16   8 -7.750000e+00 
 17   8 5.000000e-01 
 18   8 4.750000e+00 
 19   8 7.500000e-01 
 20   8 2.250000e+00 
 21   8 -1.150000e+01 
 22   8 3.500000e+00 
 23   8 1.025000e+01 
 24   8 8.250000e+00 
 25   8 -11 
