101 4992
  2   1  36 
  3   1 -8.275000e+01 
  4   1 -18 
  5   1 4.250000e+01 
  6   1 1.077500e+02 
  7   1 -9.075000e+01 
  8   1 5.125000e+01 
  9   1 144 
 10   1 -1.022500e+02 
 11   1 1.135000e+02 
 12   1  38 
 13   1 7.850000e+01 
 14   1 -93 
 15   1 -1.412500e+02 
 16   1 -3.550000e+01 
 17   1 118 
 18   1 7.250000e+00 
 19   1 -7.950000e+01 
 20   1 -1.122500e+02 
 21   1 -2.250000e+01 
 22   1 4.775000e+01 
 23   1 5.750000e+00 
 24   1 -4.475000e+01 
 25   1 9.675000e+01 
 26   1 -7.450000e+01 
 27   1 -1.775000e+01 
 28   1 3.425000e+01 
 29   1  48 
 30   1 -107 
 31   1 -23 
 32   1 8.500000e+00 
 33   1  45 
 34   1  62 
 35   1 7.750000e+00 
 36   1 -64 
 37   1 8.025000e+01 
 38   1 -7.675000e+01 
 39   1 1.575000e+01 
 40   1 1.155000e+02 
 41   1 9.825000e+01 
 42   1 -4.875000e+01 
 43   1 -1.315000e+02 
 44   1 -9.525000e+01 
 45   1  -1 
 46   1 4.025000e+01 
 47   1 -6.175000e+01 
 48   1 1.315000e+02 
 49   1 101 
 50   1 8.500000e+00 
 51   1 1.475000e+01 
 52   1 -47 
 53   1 1.187500e+02 
 54   1 -1.205000e+02 
 55   1 -3.450000e+01 
 56   1 -4.475000e+01 
 57   1 4.750000e+00 
 58   1 6.875000e+01 
 59   1 -1.775000e+01 
 60   1 -1.245000e+02 
 61   1 1.122500e+02 
 62   1 -125 
 63   1 -13 
 64   1 -7.500000e-01 
 65   1 -6.250000e+00 
 66   1 -20 
 67   1 -4.850000e+01 
 68   1 -147 
 69   1  42 
 70   1 8.450000e+01 
 71   1 5.975000e+01 
 72   1 -9.525000e+01 
 73   1 9.250000e+00 
 74   1 -18 
 75   1 1.175000e+01 
 76   1 -2.725000e+01 
 77   1  37 
 78   1 -5.500000e+00 
 79   1 -2.252500e+02 
 80   1 4.125000e+01 
 81   1 3.975000e+01 
 82   1 -6.375000e+01 
 83   1 -2.150000e+01 
 84   1 9.675000e+01 
 85   1 7.625000e+01 
 86   1 -7.875000e+01 
 87   1  20 
 88   1 -1.125000e+01 
 89   1 3.550000e+01 
 90   1 -12 
 91   1  29 
 92   1 -3.425000e+01 
 93   1  79 
 94   1 -49 
 95   1 -4.125000e+01 
 96   1 -1.175000e+01 
 97   1 -2.350000e+01 
 98   1 -5.525000e+01 
 99   1 7.475000e+01 
100   1 4.850000e+01 
101   1 -5.875000e+01 
  3   2   2 
  4   2 -11 
  6   2 -2.750000e+00 
  7   2 3.250000e+00 
  8   2 1.750000e+00 
  9   2  -9 
 10   2 -8.750000e+00 
 11   2 -7.250000e+00 
 12   2 2.500000e+00 
 13   2 -6.750000e+00 
 14   2  12 
 15   2 -2.250000e+00 
 16   2 3.500000e+00 
 17   2 -3.750000e+00 
 18   2 -1.125000e+01 
 19   2 -1.025000e+01 
 20   2 2.500000e+00 
 21   2 7.750000e+00 
 22   2 -1.250000e+01 
 23   2 -6.500000e+00 
 24   2 -11 
 25   2 -8.500000e+00 
 26   2 -8.750000e+00 
 27   2 -4.500000e+00 
 28   2 -10 
 29   2 8.750000e+00 
 30   2 1.250000e+01 
 31   2 -2.250000e+00 
 32   2 1.075000e+01 
 33   2  -9 
 34   2 -8.750000e+00 
 35   2 1.750000e+00 
 36   2 8.500000e+00 
 37   2  11 
 38   2 2.250000e+00 
 39   2 -1.075000e+01 
 40   2  10 
 41   2  -3 
 42   2 1.175000e+01 
 43   2 7.250000e+00 
 44   2 4.250000e+00 
 45   2 -1.150000e+01 
 46   2   8 
 47   2 9.500000e+00 
 48   2   2 
 49   2   3 
 50   2 -5.750000e+00 
 51   2 -6.750000e+00 
 52   2 -7.750000e+00 
 53   2   6 
 54   2   9 
 55   2  -5 
 56   2 -4.750000e+00 
 57   2 1.250000e+01 
 58   2 8.500000e+00 
 59   2 6.750000e+00 
 60   2 1.025000e+01 
 61   2 5.750000e+00 
 62   2   9 
 63   2 -1.125000e+01 
 64   2 -7.750000e+00 
 65   2 8.250000e+00 
 66   2 8.500000e+00 
 67   2 1.075000e+01 
 68   2 -7.750000e+00 
 69   2 -1.050000e+01 
 70   2 -3.250000e+00 
 71   2 9.750000e+00 
 72   2 -1.250000e+01 
 73   2 2.750000e+00 
 74   2 -4.500000e+00 
 75   2 1.175000e+01 
 76   2 -3.500000e+00 
 77   2 1.750000e+00 
 78   2 -5.250000e+00 
 79   2 2.500000e+00 
 80   2 -9.250000e+00 
 81   2 -6.500000e+00 
 82   2  11 
 84   2 -7.750000e+00 
 85   2  -6 
 86   2  -2 
 87   2 1.500000e+00 
 88   2 8.500000e+00 
 89   2 5.250000e+00 
